ERP_F_27,Estimated resident population - Females - year ended 30 June,Females - 30-34 years (%),,,,,,7.4,7.4,7.4,7.3,7.4,7.4,
ERP_F_28,Estimated resident population - Females - year ended 30 June,Females - 35-39 years (%),,,,,,7.0,7.1,7.2,7.2,7.2,7.2,
ERP_F_29,Estimated resident population - Females - year ended 30 June,Females - 40-44 years (%),,,,,,6.3,6.3,6.5,6.6,6.6,6.7,
ERP_F_30,Estimated resident population - Females - year ended 30 June,Females - 45-49 years (%),,,,,,6.6,6.5,6.4,6.2,6.1,6.0,
ERP_F_31,Estimated resident population - Females - year ended 30 June,Females - 50-54 years (%),,,,,,6.0,6.0,6.2,6.3,6.3,6.2,
ERP_F_32,Estimated resident population - Females - year ended 30 June,Females - 55-59 years (%),,,,,,6.2,6.2,6.1,5.9,5.7,5.6,
ERP_F_33,Estimated resident population - Females - year ended 30 June,Females - 60-64 years (%),,,,,,5.7,5.8,5.9,5.9,5.9,5.8,
ERP_F_34,Estimated resident population - Females - year ended 30 June,Females - 65-69 years (%),,,,,,5.0,5.1,5.2,5.2,5.2,5.3,
ERP_F_35,Estimated resident population - Females - year ended 30 June,Females - 70-74 years (%),,,,,,4.3,4.5,4.6,4.6,4.5,4.5,
ERP_F_36,Estimated resident population - Females - year ended 30 June,Females - 75-79 years (%),,,,,,3.1,3.2,3.3,3.5,3.7,3.8,
ERP_F_37,Estimated resident population - Females - year ended 30 June,Females - 80-84 years (%),,,,,,2.3,2.3,2.4,2.4,2.4,2.5,
ERP_F_38,Estimated resident population - Females - year ended 30 June,Females - 85 and over (%),,,,,,2.6,2.6,2.7,2.7,2.7,2.7,
ERP_P_2,Estimated resident population - Persons - year ended 30 June,Persons - 0-4 years (no.),,,,,,492150.0,486002.0,478681.0,480011.0,478149.0,473340.0,
ERP_P_3,Estimated resident population - Persons - year ended 30 June,Persons - 5-9 years (no.),,,,,,509629.0,508380.0,506610.0,502352.0,498960.0,496959.0,
ERP_P_4,Estimated resident population - Persons - year ended 30 June,Persons - 10-14 years (no.),,,,,,489932.0,501459.0,508398.0,512597.0,516308.0,518729.0,
ERP_P_5,Estimated resident population - Persons - year ended 30 June,Persons - 15-19 years (no.),,,,,,471340.0,466117.0,461270.0,479354.0,501230.0,514760.0,
ERP_P_6,Estimated resident population - Persons - year ended 30 June,Persons - 20-24 years (no.),,,,,,549214.0,534467.0,506754.0,513740.0,548567.0,566556.0,
ERP_P_7,Estimated resident population - Persons - year ended 30 June,Persons - 25-29 years (no.),,,,,,602390.0,593919.0,568343.0,566319.0,598440.0,621214.0,
ERP_P_8,Estimated resident population - Persons - year ended 30 June,Persons - 30-34 years (no.),,,,,,596681.0,601158.0,596529.0,597492.0,616382.0,628192.0,
ERP_P_9,Estimated resident population - Persons - year ended 30 June,Persons - 35-39 years (no.),,,,,,566557.0,579948.0,585183.0,588236.0,597769.0,607926.0,
ERP_P_10,Estimated resident population - Persons - year ended 30 June,Persons - 40-44 years (no.),,,,,,505155.0,510651.0,520894.0,533559.0,553889.0,571730.0,
ERP_P_11,Estimated resident population - Persons - year ended 30 June,Persons - 45-49 years (no.),,,,,,527170.0,527499.0,517361.0,506422.0,502644.0,504471.0,
ERP_P_12,Estimated resident population - Persons - year ended 30 June,Persons - 50-54 years (no.),,,,,,478764.0,484123.0,496522.0,508650.0,517558.0,521092.0,
ERP_P_13,Estimated resident population - Persons - year ended 30 June,Persons - 55-59 years (no.),,,,,,495816.0,497514.0,489548.0,479781.0,471805.0,470276.0,
ERP_P_14,Estimated resident population - Persons - year ended 30 June,Persons - 60-64 years (no.),,,,,,447489.0,460119.0,467296.0,473666.0,479807.0,483982.0,
ERP_P_15,Estimated resident population - Persons - year ended 30 June,Persons - 65-69 years (no.),,,,,,393734.0,403426.0,407740.0,413974.0,421392.0,430070.0,
ERP_P_16,Estimated resident population - Persons - year ended 30 June,Persons - 70-74 years (no.),,,,,,342166.0,355935.0,365227.0,362901.0,365749.0,370619.0,
ERP_P_17,Estimated resident population - Persons - year ended 30 June,Persons - 75-79 years (no.),,,,,,238752.0,250395.0,261540.0,280476.0,297287.0,309188.0,
ERP_P_18,Estimated resident population - Persons - year ended 30 June,Persons - 80-84 years (no.),,,,,,167668.0,174192.0,179183.0,183796.0,188503.0,197592.0,
ERP_P_19,Estimated resident population - Persons - year ended 30 June,Persons - 85 and over (no.),,,,,,172141.0,175306.0,179983.0,183378.0,186760.0,192618.0,
ERP_P_21,Estimated resident population - Persons - year ended 30 June,Persons - 0-4 years (%),,,,,,6.1,6.0,5.9,5.9,5.7,5.6,
ERP_P_22,Estimated resident population - Persons - year ended 30 June,Persons - 5-9 years (%),,,,,,6.3,6.3,6.3,6.2,6.0,5.9,
ERP_P_23,Estimated resident population - Persons - year ended 30 June,Persons - 10-14 years (%),,,,,,6.1,6.2,6.3,6.3,6.2,6.1,
ERP_P_24,Estimated resident population - Persons - year ended 30 June,Persons - 15-19 years (%),,,,,,5.9,5.7,5.7,5.9,6.0,6.1,
ERP_P_25,Estimated resident population - Persons - year ended 30 June,Persons - 20-24 years (%),,,,,,6.8,6.6,6.3,6.3,6.6,6.7,
ERP_P_26,Estimated resident population - Persons - year ended 30 June,Persons - 25-29 years (%),,,,,,7.5,7.3,7.0,6.9,7.2,7.3,
ERP_P_27,Estimated resident population - Persons - year ended 30 June,Persons - 30-34 years (%),,,,,,7.4,7.4,7.4,7.3,7.4,7.4,
ERP_P_28,Estimated resident population - Persons - year ended 30 June,Persons - 35-39 years (%),,,,,,7.0,7.2,7.2,7.2,7.2,7.2,
ERP_P_29,Estimated resident population - Persons - year ended 30 June,Persons - 40-44 years (%),,,,,,6.3,6.3,6.4,6.5,6.6,6.7,
ERP_P_30,Estimated resident population - Persons - year ended 30 June,Persons - 45-49 years (%),,,,,,6.6,6.5,6.4,6.2,6.0,5.9,
ERP_P_31,Estimated resident population - Persons - year ended 30 June,Persons - 50-54 years (%),,,,,,5.9,6.0,6.1,6.2,6.2,6.1,
ERP_P_32,Estimated resident population - Persons - year ended 30 June,Persons - 55-59 years (%),,,,,,6.2,6.1,6.0,5.9,5.7,5.5,
ERP_P_33,Estimated resident population - Persons - year ended 30 June,Persons - 60-64 years (%),,,,,,5.6,5.7,5.8,5.8,5.8,5.7,
ERP_P_34,Estimated resident population - Persons - year ended 30 June,Persons - 65-69 years (%),,,,,,4.9,5.0,5.0,5.1,5.1,5.1,
ERP_P_35,Estimated resident population - Persons - year ended 30 June,Persons - 70-74 years (%),,,,,,4.3,4.4,4.5,4.4,4.4,4.4,
ERP_P_36,Estimated resident population - Persons - year ended 30 June,Persons - 75-79 years (%),,,,,,3.0,3.1,3.2,3.4,3.6,3.6,
ERP_P_37,Estimated resident population - Persons - year ended 30 June,Persons - 80-84 years (%),,,,,,2.1,2.1,2.2,2.3,2.3,2.3,
ERP_P_38,Estimated resident population - Persons - year ended 30 June,Persons - 85 and over (%),,,,,,2.1,2.2,2.2,2.2,2.2,2.3,
BD_2,Births and deaths - year ended 31 December,Births (no.),,,,,107343.0,98906.0,95459.0,101332.0,97884.0,91947.0,,
BD_3,Births and deaths - year ended 31 December,Total fertility rate (births per female) (rate),,,,,1.78,1.77,1.75,1.72,1.72,1.68,,
BD_4,Births and deaths - year ended 31 December,Deaths (no.),,,,,53633.0,56058.0,52485.0,56525.0,62980.0,59451.0,,
BD_5,Births and deaths - year ended 31 December,"Standardised death rate (per 1,000 people) (rate)",,,,,5.3,5.3,5.2,5.1,5.2,5.3,,
MIGRATION_2,Internal and overseas migration - year ended 30 June,Internal arrivals (no.),,,,,,,,96540.0,108784.0,82008.0,81732.0,
MIGRATION_3,Internal and overseas migration - year ended 30 June,Internal departures (no.),,,,,,,,113362.0,148119.0,116166.0,112597.0,
MIGRATION_4,Internal and overseas migration - year ended 30 June,Net internal migration (no.),,,,,,,,-16822.0,-39335.0,-34158.0,-30865.0,
MIGRATION_5,Internal and overseas migration - year ended 30 June,Overseas arrivals (no.),,,,,,,,72759.0,152865.0,250037.0,217211.0,
MIGRATION_6,Internal and overseas migration - year ended 30 June,Overseas departures (no.),,,,,,,,78699.0,83753.0,72937.0,79781.0,
MIGRATION_7,Internal and overseas migration - year ended 30 June,Net overseas migration (no.),,,,,,,,-5940.0,69112.0,177100.0,137430.0,
CENSUS_34,Aboriginal and Torres Strait Islander Peoples - Census,Aboriginal and Torres Strait Islander Peoples (no.),172620.0,,216171.0,,,,,278043.0,,,,
CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Census,Aboriginal and Torres Strait Islander Peoples (%),2.5,,2.9,,,,,3.4,,,,
CENSUS_4,Overseas born population - Census,Born in Oceania and Antarctica (excluding Australia) (%),,,2.4,,,,,2.3,,,,
CENSUS_5,Overseas born population - Census,Born in North-West Europe (%),,,5.0,,,,,4.7,,,,
CENSUS_6,Overseas born population - Census,Born in Southern and Eastern Europe (%),,,2.9,,,,,2.7,,,,
CENSUS_7,Overseas born population - Census,Born in North Africa and the Middle East (%),,,2.5,,,,,2.9,,,,
CENSUS_8,Overseas born population - Census,Born in South-East Asia (%),,,4.0,,,,,4.4,,,,
CENSUS_9,Overseas born population - Census,Born in North-East Asia (%),,,4.8,,,,,4.8,,,,
CENSUS_10,Overseas born population - Census,Born in Southern and Central Asia (%),,,3.6,,,,,4.8,,,,
CENSUS_11,Overseas born population - Census,Born in Americas (%),,,1.4,,,,,1.6,,,,
CENSUS_12,Overseas born population - Census,Born in Sub-Saharan Africa (%),,,1.0,,,,,1.1,,,,
